Timestamp,Steering,RPM
1734044998.6743314,0.5215686274509804,0.0
1734044998.7247324,0.5215686274509804,0.0
1734044998.7750585,0.5215686274509804,0.0
1734044998.8253665,0.5215686274509804,0.0
1734044998.875642,0.5215686274509804,0.0
1734044998.9259036,0.5215686274509804,0.0
1734044998.9761744,0.5215686274509804,0.0
1734044999.026438,0.5215686274509804,0.0
1734044999.0767124,0.5215686274509804,0.0
1734044999.126972,0.5215686274509804,0.0
1734044999.177224,0.5215686274509804,0.0
1734044999.2274745,0.5215686274509804,0.0
1734044999.2777336,0.5215686274509804,0.0
1734044999.3279827,0.5215686274509804,0.0
1734044999.37824,0.5215686274509804,0.0
1734044999.4284828,0.5215686274509804,0.0
1734044999.4787219,0.5215686274509804,0.0
1734044999.5289633,0.5215686274509804,0.0
1734044999.5792246,0.5215686274509804,0.0
1734044999.629482,0.5215686274509804,0.0
1734044999.6797276,0.5215686274509804,0.0
1734044999.729968,0.5215686274509804,0.0
1734044999.7802136,0.5215686274509804,0.0
1734044999.8807607,0.4556862745098039,0.0
1734044999.9813468,0.43058823529411766,2700.0
1734045000.0316715,0.4211764705882353,2700.0
1734045000.081996,0.40862745098039216,2700.0
1734045000.132316,0.3992156862745098,2700.0
1734045000.1826396,0.3835294117647059,2700.0
1734045000.2329617,0.38039215686274513,2700.0
1734045000.2833953,0.3427450980392157,2700.0
1734045000.3337297,0.3396078431372549,2700.0
1734045000.384048,0.3270588235294118,2700.0
1734045000.4343877,0.31137254901960787,2700.0
1734045000.4847147,0.28941176470588237,2700.0
1734045000.5350604,0.26745098039215687,2700.0
1734045000.5854142,0.24549019607843137,2700.0
1734045000.6357348,0.22666666666666663,2700.0
1734045000.6860564,0.1984313725490196,2700.0
1734045000.7363594,0.19215686274509805,2700.0
1734045000.7866392,0.19215686274509805,2700.0
1734045000.8368995,0.19215686274509805,2700.0
1734045000.8871737,0.19215686274509805,2700.0
1734045000.987706,0.30823529411764705,2700.0
1734045001.038048,0.38039215686274513,2700.0
1734045001.08839,0.40235294117647064,2700.0
1734045001.138698,0.40235294117647064,2700.0
1734045001.1890123,0.4117647058823529,2700.0
1734045001.239313,0.4117647058823529,2700.0
1734045001.2895985,0.4117647058823529,2700.0
1734045001.3399193,0.44000000000000006,2700.0
1734045001.3902478,0.5215686274509804,2700.0
1734045001.4405584,0.5215686274509804,2700.0
1734045001.4908352,0.5215686274509804,2700.0
1734045001.5411594,0.5215686274509804,2700.0
1734045001.5914834,0.5215686274509804,2700.0
1734045001.641795,0.5215686274509804,2700.0
1734045001.6920767,0.5215686274509804,2700.0
1734045001.742356,0.5215686274509804,2700.0
1734045001.7926407,0.5215686274509804,2700.0
1734045001.842921,0.5215686274509804,2700.0
1734045001.8932493,0.5215686274509804,2700.0
1734045001.9435492,0.5215686274509804,2700.0
1734045001.9938252,0.5215686274509804,2700.0
1734045002.0441027,0.5215686274509804,2700.0
1734045002.094362,0.5215686274509804,2700.0
1734045002.1446261,0.5215686274509804,2700.0
1734045002.1948752,0.5215686274509804,2700.0
1734045002.2451282,0.5215686274509804,2700.0
1734045002.2954412,0.5215686274509804,2700.0
1734045002.345776,0.5215686274509804,2700.0
1734045002.3961055,0.5592156862745099,2700.0
1734045002.4464283,0.5905882352941176,2700.0
1734045002.496751,0.5937254901960785,2700.0
1734045002.5470662,0.5937254901960785,2700.0
1734045002.597419,0.6313725490196078,2700.0
1734045002.6477332,0.643921568627451,2700.0
1734045002.6980696,0.6690196078431373,2700.0
1734045002.7484014,0.6909803921568628,2700.0
1734045002.7987294,0.7192156862745098,2700.0
1734045002.8490481,0.7600000000000001,2700.0
1734045002.9496942,0.8258823529411765,2700.0
1734045003.0000274,0.8447058823529412,2700.0
1734045003.0503628,0.863529411764706,2700.0
1734045003.1006863,0.8698039215686275,2700.0
1734045003.151006,0.8854901960784315,2700.0
1734045003.201355,0.8949019607843137,2700.0
1734045003.2516744,0.9043137254901961,2700.0
1734045003.301996,0.9137254901960785,2700.0
1734045003.35231,0.92,2700.0
1734045003.4025922,0.92,2700.0
1734045003.4528468,0.92,2700.0
1734045003.5031607,0.92,2700.0
1734045003.5534163,0.92,2700.0
1734045003.6036565,0.92,2700.0
1734045003.6538947,0.92,2700.0
1734045003.7041893,0.92,2700.0
1734045003.8047173,0.92,2700.0
1734045003.855034,0.92,2700.0
1734045003.905361,0.92,2700.0
1734045003.9556653,0.92,2700.0
1734045004.005964,0.92,2700.0
1734045004.0562382,0.92,2700.0
1734045004.1064944,0.92,2700.0
1734045004.156787,0.92,2700.0
1734045004.2070563,0.92,2700.0
1734045004.2573488,0.92,2700.0
1734045004.3076608,0.92,2700.0
1734045004.3579733,0.92,2700.0
1734045004.4082801,0.92,2700.0
1734045004.5088098,0.92,2700.0
1734045004.5591552,0.92,2700.0
1734045004.6094599,0.92,2700.0
1734045004.659763,0.92,2700.0
1734045004.710106,0.92,2700.0
1734045004.7604353,0.92,2700.0
1734045004.8107495,0.92,2700.0
1734045004.8610644,0.92,2700.0
1734045004.9113686,0.92,2700.0
1734045004.9616706,0.92,2700.0
1734045005.01198,0.92,2700.0
1734045005.1125073,0.92,2700.0
1734045005.1628242,0.92,2700.0
1734045005.213128,0.92,2700.0
1734045005.263444,0.92,2700.0
1734045005.313754,0.92,2700.0
1734045005.3640294,0.92,2700.0
1734045005.4142938,0.92,2700.0
1734045005.4645452,0.92,2700.0
1734045005.514802,0.92,2700.0
1734045005.565061,0.92,2700.0
1734045005.6153164,0.92,2700.0
1734045005.6655622,0.92,2700.0
1734045005.7158449,0.92,2700.0
1734045005.766143,0.92,2700.0
1734045005.816433,0.92,2700.0
1734045005.8666995,0.92,2700.0
1734045005.91695,0.92,2700.0
1734045005.967195,0.92,2700.0
