Timestamp,Steering,RPM
1734010437.6170087,0.5215686274509804,0.0
1734010437.6673763,0.5215686274509804,0.0
1734010437.7176843,0.5215686274509804,0.0
1734010437.767966,0.5215686274509804,0.0
1734010437.818239,0.5215686274509804,0.0
1734010437.8685067,0.5215686274509804,0.0
1734010437.9187737,0.5215686274509804,0.0
1734010437.9691272,0.5215686274509804,0.0
1734010438.019467,0.5215686274509804,0.0
1734010438.0698256,0.5215686274509804,0.0
1734010438.1201136,0.5215686274509804,0.0
1734010438.1703882,0.5215686274509804,0.0
1734010438.2206564,0.5215686274509804,0.0
1734010438.2709372,0.5215686274509804,0.0
1734010438.321213,0.5215686274509804,0.0
1734010438.371472,0.5215686274509804,0.0
1734010438.4217546,0.5215686274509804,0.0
1734010438.472008,0.5215686274509804,0.0
1734010438.5222669,0.5215686274509804,0.0
1734010438.5725172,0.5215686274509804,0.0
1734010438.6227748,0.5215686274509804,0.0
1734010438.6730232,0.5215686274509804,0.0
1734010438.7232776,0.5215686274509804,0.0
1734010438.7735221,0.5215686274509804,0.0
1734010438.823777,0.5215686274509804,0.0
1734010438.8740244,0.5215686274509804,0.0
1734010438.9242766,0.5215686274509804,0.0
1734010438.9745455,0.5215686274509804,0.0
1734010439.02481,0.5215686274509804,0.0
1734010439.0750656,0.5215686274509804,0.0
1734010439.125318,0.5215686274509804,0.0
1734010439.1755967,0.5215686274509804,0.0
1734010439.225848,0.5215686274509804,0.0
1734010439.2761035,0.5215686274509804,0.0
1734010439.3263612,0.5215686274509804,0.0
1734010439.376612,0.5215686274509804,0.0
1734010439.4269397,0.6658823529411765,0.0
1734010439.4772913,0.9011764705882354,0.0
1734010439.5276415,0.9011764705882354,0.0
1734010439.577975,0.92,0.0
1734010439.6282966,0.92,0.0
1734010439.6785853,0.92,0.0
1734010439.7288597,0.92,0.0
1734010439.7791176,0.92,0.0
1734010439.8293657,0.92,0.0
1734010439.8796303,0.92,0.0
1734010439.9298818,0.92,0.0
1734010439.9801877,0.92,0.0
1734010440.0807357,0.92,0.0
1734010440.1310644,0.92,0.0
1734010440.181371,0.92,0.0
1734010440.2316592,0.92,0.0
1734010440.281943,0.92,0.0
1734010440.3322546,0.92,-1500.0
1734010440.3825665,0.92,-1500.0
1734010440.4328518,0.92,-1500.0
1734010440.4831243,0.92,-1500.0
1734010440.5333889,0.92,-1500.0
1734010440.5836413,0.92,-1500.0
1734010440.6339035,0.92,-1500.0
1734010440.6841474,0.92,-1500.0
1734010440.7343998,0.92,-1500.0
1734010440.7846446,0.92,-1500.0
1734010440.8348792,0.92,-1500.0
1734010440.8851147,0.92,-1500.0
1734010440.9353492,0.92,-1500.0
1734010440.9855974,0.92,-1500.0
1734010441.0358546,0.92,-1500.0
